0,122.131
0.0001002,84.4388
0.000200401,98.1881
0.000300601,24.4376
0.000400802,90.3568
0.000501002,169.257
0.000601202,42.6594
0.000701403,61.4751
0.000801603,96.8553
0.000901804,65.2104
0.001002,63.9771
0.0011022,109.681
0.0012024,66.6743
0.00130261,144.48
0.00140281,128.044
0.00150301,156.796
0.00160321,161.358
0.00170341,92.2368
0.00180361,30.4125
0.00190381,103.939
0.00200401,48.238
0.00210421,28.0008
0.00220441,119.592
0.00230461,41.7124
0.00240481,136.905
0.00250501,132.351
0.00260521,73.2228
0.00270541,67.7498
0.00280561,127.98
0.00290581,11.3462
0.00300601,88.5301
0.00310621,70.1274
0.00320641,46.321
0.00330661,145.606
0.00340681,205.006
0.00350701,78.9406
0.00360721,169.525
0.00370741,17.817
0.00380761,93.8557
0.00390781,112.702
0.00400801,124.062
0.00410821,241.836
0.00420842,152.173
0.00430862,45.7007
0.00440882,152.621
0.00450902,44.9941
0.00460922,90.0974
0.00470942,44
0.00480962,131.585
0.00490982,13.3723
0.00501002,161.885
0.00511022,14.2443
0.00521042,120.612
0.00531062,128.845
0.00541082,27.7851
0.00551102,51.84
0.00561122,119.183
0.00571142,110.624
0.00581162,200.75
0.00591182,76.4129
0.00601202,190.036
0.00611223,62.9494
0.00621243,51.206
0.00631263,117.976
0.00641283,74.5939
0.00651303,171.142
0.00661323,62.0819
0.00671343,183.439
0.00681363,21.0503
0.00691383,182.457
0.00701403,70.4273
0.00711423,214.265
0.00721443,73.4496
0.00731463,73.0998
0.00741483,38.3117
0.00751503,105.256
0.00761523,118.471
0.00771543,131.139
0.00781563,20.5945
0.00791583,30.4416
0.00801603,99.0647
0.00811623,40.5137
0.00821643,137.889
0.00831663,95.3956
0.00841683,99.7638
0.00851703,83.2013
0.00861723,90.9173
0.00871743,159.356
0.00881763,167.062
0.00891783,64.0197
0.00901803,108.149
0.00911823,130.571
0.00921843,130.339
0.00931863,105.741
0.00941883,106.235
0.00951903,56.1953
0.00961924,46.9405
0.00971944,99.0456
0.00981964,178.191
0.00991984,155.574
0.01002,64.4564
0.0101202,2090.45
0.0102204,17660.2
0.0103206,43538.2
0.0104208,29100.8
0.010521,14429.7
0.0106212,18293
0.0107214,10512.5
0.0108216,6317.91
0.0109218,4028.92
0.011022,2076.44
0.0111222,1722.81
0.0112224,749.639
0.0113226,282.663
0.0114228,141.097
0.011523,364.55
0.0116232,318.854
0.0117234,164.998
0.0118236,108.149
0.0119238,126.374
0.012024,34.3318
0.0121242,52.2333
0.0122244,187.207
0.0123246,32.3943
0.0124248,72.4192
0.012525,116.263
0.0126252,178.707
0.0127254,220.344
0.0128256,276.93
0.0129258,21.3402
0.013026,82.9024
0.0131262,194.511
0.0132264,247.877
